account_id,account_name,Scope_3_emissions_amount,z_score,Primary activity,Year
8526,"The Home Depot, Inc.",56133970.0,3.073621474609176,Specialist retail,2017
1708,"Berry Global Group, Inc",5410500.0,4.267989369032909,Other containers & packaging,2017
1328,Ball Corporation,11172284.0,2.6224330260169286,Metal containers & packaging,2017
5584,Endesa,19978685.0,3.437876665472718,0,2017
19376,Travis Perkins,8008802.46,4.202099520824537,"Dealers, wholesalers & distributors",2017
15132,Procter & Gamble Company,209688157.0,4.976885957179676,Personal care & household products,2017
3751,ConocoPhillips,223816670.0,4.064067452166008,Oil & gas extraction,2017
777,Anglo American Platinum,1222308.0,2.327157150231997,Precious metals & minerals mining,2017
49682,Sibanye Gold Ltd,1189818.0,2.2438496902355296,Precious metals & minerals mining,2017
13849,Oneok Inc.,47500000.0,2.2313670533308603,Oil & gas pipelines & storage,2017
2191,Bristol-Myers Squibb,184376386.0,5.949845789469348,Pharmaceuticals,2017
9712,Japan Tobacco Inc.,5799037.0,2.360920208255108,Tobacco products,2017
21722,Mercialys,667672475.6,6.244717538102289,REIT,2017
19242,"Toray Industries, Inc.",103015245.0,3.9147250920927545,Plastic products,2017
6874,Fujitsu Ltd.,7808633.0,3.533620335111087,Other professional services,2017
10294,KPMG UK,10389283.5,4.829769150500912,Other professional services,2017
12903,NEC Corporation,7405400.0,3.3310938886681902,Other professional services,2017
17041,Siliconware Precision Industries Co.,3100480292.11,2.828423940427188,Semiconductors,2017
55588,Transportadora Contatto Ltda,41614.0,2.772775414814907,Road freight,2017
15911,ROCKWOOL International A/S,155003937.0,2.3681307610649824,Other non-wood building materials,2017
41143,Deutsche Bahn AG,12470968.0,2.209076061337269,Passenger rail,2017
12303,Mitsui O.S.K. Lines Ltd,7935457.97,2.4798127012457023,Marine freight,2017
17788,Steelcase,1301026.0,2.422399782876101,Furniture,2017
52262,Gefco,1771760.0,2.1590615408043923,Logistics - transport,2017
20515,"Waste Management, Inc.",8384808.33,2.407515066985396,Waste management,2017
13316,NH Foods Ltd.,9716599.0,2.548789727631321,Animal processing,2017
4256,"Daiwa House Industry Co., Ltd.",12582426.0,3.372644801289876,Residential building construction,2017
4212,"Dai Nippon Printing Co., Ltd.",5278600.0,2.349512284219135,Printing services,2017
830305,NINGBO MERRYART GLOW-TECH CO LTD,2002024.0,2.1636770381748844,Toys & games,2018
4255,"Daito Trust Construction Co., Ltd.",4918521.83,2.460097399778729,Real estate services,2018
8566,"Honda Motor Co., Ltd.",314067700.0,2.268202681212127,Automobiles,2018
19290,Toyota Motor Corporation,401742000.0,3.0948841349767133,Automobiles,2018
20309,Volkswagen AG,340767244.0,2.5199528274781544,Automobiles,2018
22520,Bolloré SA,4773823.0,2.2613605040472464,Logistics - transport,2018
19238,Toppan Inc.,6121755.0,2.232342068760064,Printing services,2018
13316,NH Foods Ltd.,10093292.0,2.815450373880441,Animal processing,2018
7619,The Goodyear Tire & Rubber Company,166811224.0,2.053940601326244,Rubber products,2018
3564,The Coca-Cola Company,56591846.0,3.428189905544799,Non-alcoholic beverages,2018
21858,Formosa Taffeta Co.,14203770.84,2.235568060613958,Textiles,2018
10056,Kellogg Company,15472251.0,2.828268199755198,Baked goods & cereals,2018
1356,Baker Hughes Company,208476.0,2.37584296303703,Energy services & equipment,2018
20205,VINCI,16122812.0,3.876602642671303,Non-residential building construction,2018
21403,Olam International,64356316.0,2.347177264390162,Food & beverage wholesale,2018
4256,"Daiwa House Industry Co., Ltd.",12934776.43,3.3131175590112565,Residential building construction,2018
8526,"The Home Depot, Inc.",319256806.0,3.5964098644668696,Specialist retail,2018
13807,Old Mutual Group,36623582.0,5.10034793507707,Asset managers,2018
1516,BASF SE,130523000.0,5.711801979816862,Specialty chemicals,2018
13521,Novozymes A/S,76516879.0,3.1979938727131656,Specialty chemicals,2018
276,A.P. Moller - Maersk,17651300.0,2.6241592760306145,Marine freight,2018
3042,Centrica,131237144.0,2.6368069031234715,CCGT generation,2018
7121,ENGIE,189458315.0,4.078154696690399,CCGT generation,2018
4050,Credit Agricole,160068803.0,9.391910327500606,Banks,2018
8611,HSBC Holdings plc,53725478.0,3.026536976798624,Banks,2018
17320,Société Générale,92366481.0,5.339464569955932,Banks,2018
4226,"Daikin Industries, Ltd.",264171923.0,2.7978536458141017,Electrical equipment,2018
9103,Trane Technologies,283796779.0,3.034723563814824,Electrical equipment,2018
32334,Signify N.V.,472993656.0,5.318309682407632,Electrical equipment,2018
34285,"Wolfspeed, Inc.",215054445.0,2.205010927056711,Electrical equipment,2018
64,Abbott Laboratories,7600000.0,2.26468014008612,Health care supplies,2018
7374,GlaxoSmithKline,17896835.0,3.435644386690352,Pharmaceuticals,2018
9829,Johnson & Johnson,12369774.0,2.177083490597023,Pharmaceuticals,2018
15841,Roche Holding AG,12640666.0,2.2387680057967856,Pharmaceuticals,2018
7060,Gap Inc.,17733517.0,2.4160230308946358,Apparel stores,2018
7903,H&M Hennes & Mauritz AB,18215438.0,2.495287099994928,Apparel stores,2018
53,Abertis Infraestructuras,21200110.0,4.03817390808233,Transportation infrastructure & other construction,2018
2096,Bouygues,14464111.0,2.602725876994179,Transportation infrastructure & other construction,2018
11930,Microsoft Corporation,21254260.0,3.6143146082289968,Software,2018
59134,NATS Holdings Limited,14642585.0,3.024593683268828,Transportation support services,2018
1106,ASUSTeK Computer Inc,164739482.0,3.4822514318070965,Computer hardware,2018
10670,LG Electronics,79831868.0,2.763050276531042,Electronic equipment,2018
10787,Lite-On Technology Corporation,104762837.13,3.744461164156604,Electronic equipment,2018
14292,Panasonic Corporation,80996900.0,2.8089119148520463,Electronic equipment,2018
3310,Cia. Brasileira de Distribuicao (CBD) Grupo Pao de Acucar,130900617456.0,5.385120151954904,"Supermarkets, food & drugstores",2018
4151,CVS Health,2618841.0,3.1544229326431568,Health care services,2018
34776,CONCREMAT ENGENHARIA E TECNOLOGIA S.A,1932074.0,3.604668315568396,Engineering services,2018
19080,thyssenkrupp AG,836730000.0,3.312708230811182,Commercial services,2018
60941,CENTRAL NAC UNIMED COOP CENTRA,838519590.0,3.3204412265002103,Commercial services,2018
10629,Legal and General,22000003512.9,7.745958482717112,Insurance,2018
13117,Newmont Corporation,2386563.0,2.846415508608992,Precious metals & minerals mining,2018
49682,Sibanye Stillwater,1967691.0,2.208421052817697,Precious metals & minerals mining,2018
16794,Sharp Corporation,32405000.0,4.37718465968613,Electronic components,2018
19197,Toshiba Corporation,47420000.0,6.545117015311826,Electronic components,2018
8525,Holcim Ltd.,22820678.96,2.486101149470307,Cement,2018
1149,Atos SE,4722169.0,2.9262578282462064,Other professional services,2018
6874,Fujitsu Limited,6278000.0,4.051206265691932,Other professional services,2018
12903,NEC Corporation,5821000.0,3.7207709961075777,Other professional services,2018
8348,"Hilton Worldwide, Inc.",5499488.0,2.2490259663617143,Hotels & lodging,2018
9834,JSW Steel Ltd.,66269480.0,3.424355017940174,Iron & steel,2018
336,"ASE Technology Holding Co., Ltd.",4959462.0,2.828372241259995,Industrial services,2018
5811,Ericsson,37038500.0,2.16959652239788,Communications equipment,2018
13360,Nokia Group,42660700.0,2.572348736917702,Communications equipment,2018
16191,Samsung Electronics,51979885.0,3.239938363090713,Communications equipment,2018
10227,Korea Gas Corp,100008576.9,2.543127711463134,Gas utilities,2018
10268,Korea Electric Power Corp,491660293.0,5.46282006526577,Electricity networks,2018
44677,Ivanhoe Mines,101731602.0,3.949342606433855,0,2018
20883,Yamaha Corporation,1112545.0,2.4730503001938957,Homeware,2018
64623,Askul Corporation,1311438.01,2.2224738875854007,Discretionary delivery retail,2018
21683,Vanguard International Semiconductor Corporation,76298658.86999999,2.976236149600423,Semiconductors,2018
15132,Procter & Gamble Company,210173353.0,5.04750968189184,Personal care & household products,2018
13425,Norfolk Southern Corp.,10310690.93,2.1853964667757597,Rail freight,2018
22350,Anheuser Busch InBev,25956802.0,3.516833133300531,Alcoholic beverages,2018
13849,Oneok Inc.,49600000.0,2.6429182988096045,Oil & gas pipelines & storage,2018
1708,"Berry Global Group, Inc",5469000.0,3.956154937640559,Other containers & packaging,2018
4136,Cummins Inc.,1005311900.0,3.820521719315349,Engines & motors,2018
11085,LyondellBasell Industries N.V.,241431500.0,2.587127224417684,Other base chemicals,2018
55981,Sabará Participações Ltda,415510850.0,4.716701914356209,Other base chemicals,2018
9352,International Paper Company,20107112.0,3.65765785398138,Paper products,2018
44303,Asia Pulp & Paper,17130985.0,3.047632172845176,Paper products,2018
70158,Empalsa,12939629.0,2.18851735725286,Paper products,2018
399,Aisin Corporation,18708348.63,3.8650911727448105,Fabricated metal components,2018
17673,"Stanley Black & Decker, Inc.",15031789.0,3.015012113349653,Fabricated metal components,2018
2611,Campbell Soup Company,4971215370.0,5.4766864921539815,Other food processing,2018
3751,ConocoPhillips,189082589.0,3.919528699816953,Oil & gas extraction,2018
58298,South32,124738078.0,2.3432157976445014,Aluminium refining,2018
4667,Deutsche Telekom AG,16307523.0,2.709342765909604,Telecommunications services,2018
13298,Nippon Telegraph & Telephone Corporation (NTT),17161251.0,2.873263627540563,Telecommunications services,2018
20175,Verizon Communications Inc.,30254507.14,5.387246802537342,Telecommunications services,2018
20316,Vodafone Group,13361000.0,2.1435927975643705,Telecommunications services,2018
19266,Toto Ltd.,20853885.0,3.147618891053203,Plastic products,2018
19582,Johnson Controls International plc,28571800.0,4.4358650741300085,Plastic products,2018
50074,News Corp,679477.0,2.2303319634956416,Print publishing,2018
2297,British Land Company,3763313.0,4.6371670797101805,REIT,2018
19789,Unibail-Rodamco-Westfield,2055018.0,2.291455077771225,REIT,2018
16151,Saint-Gobain,13280000.0,2.2170207310447143,Glass products,2018
14709,Koninklijke Philips NV,35203256.0,4.460102457046514,Medical equipment,2018
12942,Nestlé,106926005.0,2.554897446476094,Dairy & egg products,2018
4663,Deutsche Post DHL Group,31600000.0,2.1949276031228204,Logistics - 3rd party,2018
20878,"Yamato Holdings Co., Ltd.",44393802.95,3.285175737815087,Logistics - 3rd party,2018
15779,Rexel,36145828.0,5.163461596953659,"Dealers, wholesalers & distributors",2018
2302,Sky Ltd,1702960.0,2.335492133732001,Marketing,2018
7616,"Alphabet, Inc.",2719023.0,3.976058876786718,Marketing,2018
44164,Bertelsmann,1576700.0,2.1316288329543047,Marketing,2018
37400,Evonik Industries AG,20334640.0,2.195904459958696,Inorganic base chemicals,2018
9992,"Kawasaki Heavy Industries, Ltd.",93365796.0,4.375357111365124,Industrial machinery,2018
51086,Valmet,84777175.0,3.9432114442428974,Industrial machinery,2018
15911,ROCKWOOL International A/S,199719334.0,2.698255651708826,Other non-wood building materials,2018
22231,"TS Tech Co.,Ltd.",3635943.0,2.572523318464732,Furniture,2018
20515,"Waste Management, Inc.",11009350.0,2.4050400151767093,Waste management,2018
16012,Royal Dutch Shell,665592000.0,2.609971632028285,Oil & gas refining,2018
41143,Deutsche Bahn AG,13252185.0,2.215571513290006,Passenger rail,2018
30591,Epic Designers,31820305.64,2.1386968492818785,Clothing manufacture,2018
8054,Caesars Entertainment,1840384.0,2.337379087269497,Gambling,2018
3420,City Developments Limited,425980.8000000001,2.1875174948230067,Real estate owners & developers,2018
52920,Canary Wharf Group Plc,417039.0,2.1280318958023896,Real estate owners & developers,2018
16072,"Ryder System, Inc.",10205712.0,2.427587256819189,Vehicles & machinery rental & leasing,2018
48503,North Denmark,236161.0,2.14189630665481,Consumer services,2018
21403,Olam International,68432845.0,2.695825207137273,Food & beverage wholesale,2019
4256,"Daiwa House Industry Co., Ltd.",12231787.14,3.095341072388271,Residential building construction,2019
13826,Oji Holdings Corporation,5514387.0,2.5881259811085227,Paper packaging,2019
8566,"Honda Motor Co., Ltd.",310718300.0,2.4030989650625907,Automobiles,2019
19290,Toyota Motor Corporation,412014600.0,3.375485136894514,Automobiles,2019
20309,Volkswagen AG,427972277.0,3.5286696505377595,Automobiles,2019
8526,"The Home Depot, Inc.",317875090.0,2.523767399625495,Specialist retail,2019
11017,"Lowe's Companies, Inc.",342642973.0,2.752686766942655,Specialist retail,2019
4136,Cummins Inc.,815798900.0,3.7005928813163527,Engines & motors,2019
4826,The Dow Chemical Company,85136883.0,3.451252287697009,Other base chemicals,2019
41275,SABIC,71021982.0,2.769553565151432,Other base chemicals,2019
13367,Nisshin Seifun Group Inc.,158240471.55,3.450576692912887,Baked goods & cereals,2019
7264,"Genpact International, LLC",50049.4,2.2449486013297184,IT services,2019
9992,"Kawasaki Heavy Industries, Ltd.",133243948.0,5.067417255291813,Industrial machinery,2019
22258,Ebara Corporation,59448909.0,2.087017205177991,Industrial machinery,2019
51086,Valmet,85141600.0,3.1246817769652484,Industrial machinery,2019
9843,JLL,13823580.0,2.991756042581152,Real estate services,2019
4122,CTCI Corp (Holdings),28889226.0,3.4116528531152586,Non-residential building construction,2019
20205,VINCI,23520956.0,2.6708897090537467,Non-residential building construction,2019
1452,Bank of America,4819113.0,3.430455103969984,Asset managers,2019
9054,Industrivärden,4127030.03,2.881765097885862,Asset managers,2019
37134,Van Lanschot Kempen NV,3861792.0,2.671481847751214,Asset managers,2019
1017,Ashland Global Holdings Inc,1327015000.0,6.946287541431952,Specialty chemicals,2019
276,A.P. Moller - Maersk,20764827.0,3.220494747548173,Marine freight,2019
31735,Korea District Heating Corp.,10581065361.0,6.2437345768149255,CCGT generation,2019
8611,HSBC Holdings plc,2069998179.85,12.15793838466024,Banks,2019
4226,"Daikin Industries, Ltd.",331342243.03000003,3.4360071431120702,Electrical equipment,2019
9103,Trane Technologies,291433338.0,2.965814789841407,Electrical equipment,2019
32334,Signify N.V.,378089563.0,3.9867672396185543,Electrical equipment,2019
34285,"Wolfspeed, Inc.",220049317.0,2.1247939501395465,Electrical equipment,2019
1574,Baxter International Inc.,4614000.0,2.0549655748856503,Health care supplies,2019
2191,Bristol-Myers Squibb,17142372.0,2.785008027604297,Pharmaceuticals,2019
7374,GlaxoSmithKline,18152838.0,2.98085913566335,Pharmaceuticals,2019
9829,Johnson & Johnson,19599200.0,3.2611967228305674,Pharmaceuticals,2019
6161,"Fast Retailing Co., Ltd.",13459252.83,2.0732515315128723,Apparel stores,2019
7903,H&M Hennes & Mauritz AB,18387567.0,3.0298184280265383,Apparel stores,2019
53,Abertis Infraestructuras,20900955.19,3.657300087721645,Transportation infrastructure & other construction,2019
2096,Bouygues,13871390.0,2.254056616094924,Transportation infrastructure & other construction,2019
59134,NATS Holdings Limited,14635162.0,2.549176281696147,Transportation support services,2019
16794,Sharp Corporation,31384286.0,4.116454645333592,Electronic components,2019
18366,TDK Corporation,22162308.0,2.806468788646698,Electronic components,2019
19197,Toshiba Corporation,49819500.0,6.7351845539276285,Electronic components,2019
1106,ASUSTeK Computer Inc,155268977.0,2.997564881368457,Computer hardware,2019
10670,LG Electronics,42555177.0,2.810971730178974,Electronic equipment,2019
14292,Panasonic Corporation,77178100.0,5.361382645455562,Electronic equipment,2019
2880,Carrefour,94282245.0,2.1650423828678917,"Supermarkets, food & drugstores",2019
20402,"Walmart, Inc.",184474411.0,4.638018369445189,"Supermarkets, food & drugstores",2019
14709,Koninklijke Philips NV,34968518.0,4.792854046115223,Medical equipment,2019
13097,Nexans,228133934.13,3.978312121341672,Fabricated metal components,2019
15854,Robert Bosch GmbH,332270000.0,5.897649872880462,Fabricated metal components,2019
19080,thyssenkrupp AG,835200000.0,4.690250146839269,Commercial services,2019
252,Aegon,6068814.0,2.009497258241304,Insurance,2019
11796,"MetLife, Inc.",7135183.64,2.4240320542589813,Insurance,2019
23140,OP Financial Group,10006139.0,3.5400717930998744,Insurance,2019
53612,NN Group NV,15781239.0,5.785053092906655,Insurance,2019
8207,HeidelbergCement AG,22936728.0,2.258341929696538,Cement,2019
8525,Holcim Ltd.,21476362.0,2.0660742917559065,Cement,2019
21368,Amdocs Ltd,36889570.940000005,7.106720771488733,Other professional services,2019
11329,"Marriott International, Inc.",8935336.0,2.7441792388001605,Hotels & lodging,2019
40410,"Schnitzer Steel Industries, Inc.",71326654.15,2.7024958263160035,Iron & steel,2019
3329,"Cisco Systems, Inc.",39520558.0,2.533922181550533,Communications equipment,2019
13360,Nokia Group,44676400.0,2.926952865246267,Communications equipment,2019
16191,Samsung Electronics,38234000.0,2.435847653596764,Communications equipment,2019
11930,Microsoft Corporation,17834520.0,2.621827077669049,Software,2019
64620,Dell Technologies,17642626.0,2.588514521260255,Software,2019
4089,Crown Holdings,12772679.0,2.4922440991009607,Metal containers & packaging,2019
10268,Korea Electric Power Corp,505505222.0,5.644980002737268,Electricity networks,2019
21115,ARÇELİK A.Ş.,31041461.0,3.888566254140736,0,2019
53647,Zalando SE,2868121.0,2.3628486060983147,Discretionary delivery retail,2019
10632,Lerøy Seafood Group,436789980.0,4.557895633073335,"Dealers, wholesalers & distributors",2019
839790,VIETHUNG PACKAGING CO LTD,5700000.0,3.078379364219758,Biotechnology,2019
1812,Bic,1699700.0,2.2422823480620693,Homeware,2019
15132,Procter & Gamble Company,210175353.0,5.06997527866014,Personal care & household products,2019
840012,Kioxia Holdings Corporation,4636865.0,2.0941704599171995,Semiconductors,2019
22350,Anheuser Busch InBev,24431839.0,3.2431522429374757,Alcoholic beverages,2019
46817,"SHYA HSIN PACKAGING INDUSTRY(CHINA)CO.,LTD.",74161227.75,5.153626080276319,Other containers & packaging,2019
4151,CVS Health,12271483.340000002,2.997781307203944,Health care services,2019
9352,International Paper Company,16882780.0,4.3831021360267215,Paper products,2019
18585,TETRA PAK,11702097.0,2.908295725549856,Paper products,2019
58295,WestRock Company,9619681.01,2.3154857714701462,Paper products,2019
4667,Deutsche Telekom AG,14084992.0,3.519188104958193,Telecommunications services,2019
13298,Nippon Telegraph & Telephone Corporation (NTT),17097828.0,4.376120192955753,Telecommunications services,2019
20316,Vodafone Group,12875099.0,3.1750617951478914,Telecommunications services,2019
7616,"Alphabet, Inc.",14279467.0,4.764120181831619,Marketing,2019
19266,Toto Ltd.,19215947.0,3.0158296745526947,Plastic products,2019
19582,Johnson Controls International plc,27827200.0,4.546140602667706,Plastic products,2019
838300,"INTOPS CO.,LTD.",18937325.0,2.966315592059327,Plastic products,2019
13117,Newmont Corporation,6437210.899999999,3.518665938570594,Precious metals & minerals mining,2019
45126,Kilroy Realty,1395605832.72,6.633225454738572,REIT,2019
10227,Korea Gas Corp,112830025.18,2.6150190351165232,Gas utilities,2019
2269,British American Tobacco,8254292.84,2.05112865496392,Tobacco products,2019
3876,Ingredion Incorporated,4433869.0,2.235861703797389,Grain & corn milling,2019
4663,Deutsche Post DHL Group,33200000.0,2.990021105654639,Logistics - 3rd party,2019
20878,"Yamato Holdings Co., Ltd.",24097540.24,2.025197856027209,Logistics - 3rd party,2019
660,American Airlines Group Inc,24780975.0,2.6435869181173306,Passenger airlines,2019
19569,United Airlines Holdings,20784534.0,2.104128464629201,Passenger airlines,2019
17013,Showa Denko K.K.,62239790.0,2.5053992952212734,Inorganic base chemicals,2019
2611,Campbell Soup Company,4971212890.0,5.915434216211273,Other food processing,2019
3751,ConocoPhillips,180178957.0,3.8130289230469057,Oil & gas extraction,2019
16398,SBM Offshore,287596825.0,3.3166217408415943,Energy services & equipment,2019
16072,"Ryder System, Inc.",10677429.0,3.4072172146803785,Vehicles & machinery rental & leasing,2019
6263,Faurecia,23030000.0,3.706622191701338,Furniture,2019
38124,SAIFU CHEMICAL DEVELOPMENT CO,162012653.71,2.780487121100168,Other non-wood building materials,2019
17873,Suez,48292326.0,2.0999150059056526,Water supply networks,2019
20515,"Waste Management, Inc.",11205434.16,2.3229020995518423,Waste management,2019
19238,Toppan Inc.,5799118.0,2.0774693753204394,Printing services,2019
12942,Nestlé,107411104.0,2.3470494470940584,Dairy & egg products,2019
11876,MGM Resorts International,2712773.0,2.134514230629731,Gambling,2019
32067,SM Prime Hldgs,2334037.98,4.154943501938894,Real estate owners & developers,2019
10239,Komatsu Ltd.,29767000.0,2.0494591902542854,"Agriculture, construction & mining machinery",2019
840513,Sateri,4074440.74,2.773526085050499,Textiles,2019
16012,Royal Dutch Shell,697234000.0,2.6676302299226924,Oil & gas refining,2019
38043,Luis Simoes,34941448.58,2.79540974938472,Logistics - transport,2019
13316,NH Foods Ltd.,10948186.0,2.2302848341221178,Animal processing,2019
3564,The Coca-Cola Company,55127638.0,3.429534102927473,Non-alcoholic beverages,2019
4136,Cummins Inc.,931909600.0,4.998872429086442,Engines & motors,2020
4826,The Dow Chemical Company,91421957.0,2.474292306725718,Other base chemicals,2020
35462,Formosa Plastics Corp,141277256.0,4.118978789693638,Other base chemicals,2020
41275,SABIC,107620000.0,3.0086528041451226,Other base chemicals,2020
46817,"SHYA HSIN PACKAGING INDUSTRY(CHINA)CO.,LTD.",74161227.75,5.21461050073355,Other containers & packaging,2020
13367,Nisshin Seifun Group Inc.,159202049.14,3.155811295324002,Baked goods & cereals,2020
3229,China Mobile,36595112.14,5.986726254836412,Telecommunications services,2020
13298,Nippon Telegraph & Telephone Corporation (NTT),21093851.0,3.2714000299313595,Telecommunications services,2020
20175,Verizon Communications Inc.,17064736.0,2.5656276721954185,Telecommunications services,2020
9992,"Kawasaki Heavy Industries, Ltd.",121280378.0,3.389367283571094,Industrial machinery,2020
22216,Danieli & C Officine Meccaniche S.p.A.,153457708.0,4.383500395820815,Industrial machinery,2020
22258,Ebara Corporation,82454371.0,2.1898202989350337,Industrial machinery,2020
51086,Valmet,85765304.0,2.292113066164021,Industrial machinery,2020
29979,Fruit of the Loom,2632139.0,2.9393735758263837,Textiles,2020
8212,Heineken NV,18997791.0,2.053120641019848,Alcoholic beverages,2020
22350,Anheuser Busch InBev,26484446.76,3.111165249866645,Alcoholic beverages,2020
4151,CVS Health,15857183.63,2.991272735384754,Health care services,2020
21481,Teck Resources Limited,77736885.0,2.2234466501767054,Other non-ferrous ore mining,2020
7903,H&M Hennes & Mauritz AB,17121621.0,2.559430388979402,Apparel stores,2020
9031,Inditex,20179662.0,3.1092327509485718,Apparel stores,2020
51297,SIP ADVANCE PRINTING CO.,316502434.64000005,5.794227774536896,Paper products,2020
14292,Panasonic Corporation,104278700.0,2.875544784595388,Electronic equipment,2020
28630,Phihong Technology Co. Ltd,178971877.358,5.163304941604917,Electronic equipment,2020
4663,Deutsche Post DHL Group,33500000.0,3.960892392139424,Logistics - 3rd party,2020
19898,UPS,21008000.0,2.3408070940412524,Logistics - 3rd party,2020
1452,Bank of America,4867841.0,5.984560234645929,Asset managers,2020
1516,BASF SE,99676000.0,5.640095705985177,Specialty chemicals,2020
57619,Shenma,75062105.0,4.1569872412527245,Specialty chemicals,2020
1106,ASUSTeK Computer Inc,157782246.0,3.537089281643921,Computer hardware,2020
276,A.P. Moller - Maersk,20795000.0,3.114115638781902,Marine freight,2020
58901,"Fuyo General Lease Co., Ltd.",22360557.55,11.823812586565168,Banks,2020
282,ABB,809927000.0,6.449034678822475,Electrical equipment,2020
4226,"Daikin Industries, Ltd.",358170648.56,2.6543769704184084,Electrical equipment,2020
32334,Signify N.V.,291282647.0,2.0925319185218703,Electrical equipment,2020
64,Abbott Laboratories,14363000.0,2.786842353964173,Health care supplies,2020
2191,Bristol-Myers Squibb,17184923.5,2.781216477168559,Pharmaceuticals,2020
7374,GlaxoSmithKline,16196393.0,2.587543935586248,Pharmaceuticals,2020
9829,Johnson & Johnson,20365501.0,3.404354082052285,Pharmaceuticals,2020
22365,Jacobs Engineering Group Inc.,913124.0,3.4035083008406284,Engineering services,2020
16266,Samsung SDI,9111831.0,2.403321230723968,Batteries,2020
16036,RWE AG,187200000.0,2.222525521063372,Coal generation,2020
10268,Korea Electric Power Corp,467524197.27,5.824939261033642,Electricity networks,2020
21380,adidas AG,15204012.0,3.255338776432601,Apparel & footwear design,2020
11930,Microsoft Corporation,11322527.0,2.2061913232192345,Software,2020
16339,SAP SE,13958921.0,2.812773747371258,Software,2020
64620,Dell Technologies,16237997.0,3.337144325102317,Software,2020
5811,Ericsson,44712500.0,2.4261161492232706,Communications equipment,2020
13360,Nokia Group,39276200.0,2.076434396660544,Communications equipment,2020
16191,Samsung Electronics,70063000.0,4.05674861401392,Communications equipment,2020
53,Abertis Infraestructuras,20250656.0,3.010219378302019,Transportation infrastructure & other construction,2020
2096,Bouygues,21667000.0,3.253959743684048,Transportation infrastructure & other construction,2020
19080,thyssenkrupp AG,812940000.0,5.384960810392919,Commercial services,2020
11329,"Marriott International, Inc.",8029946.0,2.6829623786012773,Hotels & lodging,2020
11796,"MetLife, Inc.",5461963.15,3.934051589466664,Insurance,2020
23140,OP Financial Group,10006983.0,7.407012980045045,Insurance,2020
836609,MCI GROUP CANADA INC,30030138.0,7.285534846148832,Other professional services,2020
19197,Toshiba Corporation,619660500.0,8.009941029857872,Electronic components,2020
52169,ARTESYN EMBEDDED TECHNOLOGIES,330549105.7,4.188674190134814,Electronic components,2020
49585,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,63753117.044,3.36155118648155,Cement,2020
31735,Korea District Heating Corp.,10056627436.0,6.162880561647157,CCGT generation,2020
20301,Voestalpine AG,54327914.0,2.6171573579015903,Iron & steel,2020
40410,"Schnitzer Steel Industries, Inc.",53883606.0,2.5905258110445093,Iron & steel,2020
7616,"Alphabet, Inc.",11669000.0,4.821971725999678,Marketing,2020
19266,Toto Ltd.,20607153.0,3.892995399754408,Plastic products,2020
19582,Johnson Controls International plc,24063000.0,4.609555510595343,Plastic products,2020
45126,Kilroy Realty,51917138.95,6.74429425583699,REIT,2020
7047,PJSC Gazprom,1154544765.0,3.461507296093806,Gas utilities,2020
9712,Japan Tobacco Inc.,7784477.796,2.0475448259381825,Tobacco products,2020
3934,COSAN S.A.,39320731.5,3.34483768941984,0,2020
53647,Zalando SE,3837249.0,2.522881845789283,Discretionary delivery retail,2020
17315,Sojitz Corporation,9057868664.84,4.795787955859873,"Dealers, wholesalers & distributors",2020
716,"Amgen, Inc.",2829355.0,2.988320525874318,Biotechnology,2020
56776,Extra Light Electrical,3236612.0,3.0234623953586395,Homeware,2020
15132,Procter & Gamble Company,381313043.0,6.451885486727324,Personal care & household products,2020
17868,Sumco Corporation,19605100.0,3.298177106865227,Semiconductors,2020
13425,Norfolk Southern Corp.,6557369.0,2.229130438830404,Rail freight,2020
3564,The Coca-Cola Company,54039041.0,3.9369750457010753,Non-alcoholic beverages,2020
843825,TRANSPORTADORA MOSCATO,1008167.0,2.566488490916984,Road freight,2020
11160,Magna International Inc.,2628557287.0,4.196835169751141,Fabricated metal components,2020
23254,Corning Incorporated,4750171860.0,7.731501123635106,Fabricated metal components,2020
14605,"PepsiCo, Inc.",50465066.0,2.6745297213817603,Other food processing,2020
827219,FOOD AGRO AND ALLIED INDUSTRIES LTD,79622015.0,4.484174184824563,Other food processing,2020
3751,ConocoPhillips,195164764.0,3.0066519752876872,Oil & gas extraction,2020
13649,Occidental Petroleum Corporation,206000000.0,3.20096621424235,Oil & gas extraction,2020
14649,PGS ASA,14397846.0,3.160960095791697,Energy services & equipment,2020
16072,"Ryder System, Inc.",10233672.088,3.3495937761413286,Vehicles & machinery rental & leasing,2020
9028,INDRA,714368.6,3.5970965442364884,IT services,2020
4089,Crown Holdings,10988389.0,2.6991607459615428,Metal containers & packaging,2020
2880,Carrefour,99102627.0,2.1162251157990912,"Supermarkets, food & drugstores",2020
20402,"Walmart, Inc.",184474411.0,4.419336248205679,"Supermarkets, food & drugstores",2020
12145,"Mitsubishi Estate Company Co., Ltd.",3335399.0,3.727491451999829,Real estate owners & developers,2020
16151,Saint-Gobain,132653611.0,3.1542199651510283,Glass products,2020
14709,Koninklijke Philips NV,37671629.0,4.889523447531389,Medical equipment,2020
660,American Airlines Group Inc,22042162.0,2.270016456251193,Passenger airlines,2020
19569,United Airlines Holdings,22131716.0,2.282219793826143,Passenger airlines,2020
